key,file,width,height,transparent,display,margins,status,sha256,checks
ui/control/ruled-line,Source/Elements/Assets/UI/control/ruled-line.png,512,32,True,nine-patch,"{'left': 16, 'top': 0, 'right': 48, 'bottom': 0}",produced,5ea91ecb34fac1d68f7d449a7c5025cf273c621800ccb18d14e12eb417ac53ac,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief', 'uniform_repeat_regions']"
ui/control/value-box,Source/Elements/Assets/UI/control/value-box.png,64,40,True,nine-patch,"{'left': 8, 'top': 8, 'right': 8, 'bottom': 8}",produced,cb110c01a5fb30ee38e4971c81c388d3780cc66d3bfeeae28da4d5c3bd6b80f0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief', 'uniform_repeat_regions']"
ui/medallion/ability,Source/Elements/Assets/UI/medallion/ability.png,160,160,True,fixed,,produced,36c5b5d88e4ea809d65e8e79090126aaf3a1acf5c42b029ce4114d22e8789ed6,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/derived-stat,Source/Elements/Assets/UI/medallion/derived-stat.png,120,120,True,fixed,,produced,47ac4444d707e59d56c90e947b499b7b5df28e43482ba3b353dc620eccde6769,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/icon-ring,Source/Elements/Assets/UI/medallion/icon-ring.png,96,96,True,fixed,,produced,7cd2818d5f45c48d0ce5fe5ce2e466f8066eebea5cd73e4d7ed76a73720c5db9,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/portrait-round/filled,Source/Elements/Assets/UI/medallion/portrait-round/filled.png,260,260,True,fixed,,produced,4e65c57a14bcc10a89154e8556440cd52d4f608b220adbd24a7d088bd44802f4,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/portrait-round/empty,Source/Elements/Assets/UI/medallion/portrait-round/empty.png,260,260,True,fixed,,produced,baef1a42f2a6635edac1625701d39d94499154cf2bba7759df11965ac78ef734,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/portrait-square/normal,Source/Elements/Assets/UI/medallion/portrait-square/normal.png,220,220,True,fixed,,produced,1199ca59b1b239fcb341aa3c0908ed16ed7cd5856784020bad0441583f001635,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/portrait-square/active,Source/Elements/Assets/UI/medallion/portrait-square/active.png,220,220,True,fixed,,produced,017b80ab467984d3d3bcbaf8e0f2745a72c9bcc884a51639cf0f3b4fec20987a,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/portrait-hud,Source/Elements/Assets/UI/medallion/portrait-hud.png,220,220,True,fixed,,produced,c862e049453efe75f37d01b9c300bc677a63caa7eeb245a26242fd345d645f23,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/level-pip,Source/Elements/Assets/UI/medallion/level-pip.png,48,48,True,fixed,,produced,45711da119463030ab224862ceb31ec14880d9b7c7ac285bf1889024a7edae62,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/minimap-ring,Source/Elements/Assets/UI/medallion/minimap-ring.png,260,260,True,fixed,,produced,ee9e5e3664c393b2c4c54fb8203709be13d0cf72eee3a98ec862a99b4dc706c0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/medallion/action-wheel,Source/Elements/Assets/UI/medallion/action-wheel.png,160,160,True,fixed,,produced,6e446bd9a3549a38882ff082ed53d2dbdd4049f3bbea5958de281f9d7f3f2d95,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/item/empty,Source/Elements/Assets/UI/slot/item/empty.png,96,96,True,fixed,,produced,648fa70444fa9e5a16d46d4d827f6a5d0eaa2adccda575718d294f431712c051,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/item/hover,Source/Elements/Assets/UI/slot/item/hover.png,96,96,True,fixed,,produced,0162c2b4186977a834dc8b98baec91786917ead0f41290a97a5c09b4d038e1b0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/item/selected,Source/Elements/Assets/UI/slot/item/selected.png,96,96,True,fixed,,produced,ca05efdb9e89890379c445357b4d3f713ad94023d6ed23c88fb056c2e1908f36,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/item/equipped,Source/Elements/Assets/UI/slot/item/equipped.png,96,96,True,fixed,,produced,30a35afe1b251509d5f8c32b1940a6acc7bacc815673aef0a14625f7d24ac6fa,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/rarity/common,Source/Elements/Assets/UI/slot/rarity/common.png,96,96,True,fixed,,produced,0d9c080bc986b3ea42eacca4014976659a0a4f06bff8c2092d3a2ed44807775a,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/rarity/uncommon,Source/Elements/Assets/UI/slot/rarity/uncommon.png,96,96,True,fixed,,produced,92d9e75a24c30192ae5e902a8cbd2e1c2bd7e753dcc97cf2623296a695b64d4d,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/rarity/rare,Source/Elements/Assets/UI/slot/rarity/rare.png,96,96,True,fixed,,produced,04cc4732fbd465101632bb3dd7f24212b398447893d303aa5a1818b8640a8839,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/rarity/very-rare,Source/Elements/Assets/UI/slot/rarity/very-rare.png,96,96,True,fixed,,produced,1afd3e03dd6134c87d4abb208c03c787d870e0d8336337836c3738d5790941a0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/rarity/legendary,Source/Elements/Assets/UI/slot/rarity/legendary.png,96,96,True,fixed,,produced,c8e7cc9de07e97c1eec1a800910fcfbf62f3ab0317593479b100cb2e8f0652de,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/quantity-pip,Source/Elements/Assets/UI/slot/quantity-pip.png,40,28,True,nine-patch,"{'left': 8, 'top': 0, 'right': 8, 'bottom': 0}",produced,1ccf5989bcfce811f822c5bc72207e506c79f3899f610f19e8fd96b15c4b99cc,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief', 'uniform_repeat_regions']"
ui/slot/action/normal,Source/Elements/Assets/UI/slot/action/normal.png,80,80,True,fixed,,produced,a9b5f529b4d81c13874907522326ea8ab12ed525dfdc0fb4143826515217ea4d,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/action/active,Source/Elements/Assets/UI/slot/action/active.png,80,80,True,fixed,,produced,2747a2caa143b2d4253e23549c55e64dd14f580702f67c6435c3e65f39e68f1b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/slot/action/disabled,Source/Elements/Assets/UI/slot/action/disabled.png,80,80,True,fixed,,produced,64b55952752c9307a07c93e68c3436603f437f0dfa2782c513048c1de520c6f0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/gauge/track,Source/Elements/Assets/UI/gauge/track.png,512,28,True,nine-patch,"{'left': 40, 'top': 0, 'right': 40, 'bottom': 0}",produced,4091602fcf506b9bc4edbc2d5a8f90df0fcdfe48b741b2a650ac133d635f4c0d,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief', 'uniform_repeat_regions']"
ui/gauge/fill-sheen,Source/Elements/Assets/UI/gauge/fill-sheen.png,256,20,True,nine-patch,"{'left': 4, 'top': 0, 'right': 4, 'bottom': 0}",produced,3882beb38bb9f088142fa0d9b836fad8b58a85c9c353a15c0f0563ac7d2d09fc,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief', 'uniform_repeat_regions', 'neutral_grayscale']"
ui/ornament/wax-seal,Source/Elements/Assets/UI/ornament/wax-seal.png,128,128,True,fixed,,produced,ed4861ee11fe58542183079c6124e37876534190bf83e7be26f315605448bb23,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/crossed-crest,Source/Elements/Assets/UI/ornament/crossed-crest.png,128,128,True,fixed,,produced,294da4aecb8cdce1ffd222fcaf5ef20bd024d094ae97ee308d69238231844f1f,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/signature-flourish,Source/Elements/Assets/UI/ornament/signature-flourish.png,256,64,True,fixed,,produced,c236b035237bdb2d9b8c49f47f5016998a7d3ad153583f1f83c707a89acbe6ed,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/compass-watermark/parchment,Source/Elements/Assets/UI/ornament/compass-watermark/parchment.png,512,512,True,fixed,,produced,75b08ecbbd84fcf8877b995e85826f4e3e704229c8984aaf72157ac4afa326d8,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/compass-watermark/dark,Source/Elements/Assets/UI/ornament/compass-watermark/dark.png,512,512,True,fixed,,produced,acad486852a68ceb93c05d52970bb6e535e1ec5b76c11012a0ca1ab0899bf3e0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/compass-rose,Source/Elements/Assets/UI/ornament/compass-rose.png,192,192,True,fixed,,produced,0d97bce5d52797aba5ccbc6a852db226c77007c8c79a1d563650a39661ffaf3c,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/corner,Source/Elements/Assets/UI/ornament/corner.png,128,128,True,fixed,,produced,e9c6612e125263612ec659e4edbdd8de492c94d0fe4d6428b8164f654f54999f,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/divider-star,Source/Elements/Assets/UI/ornament/divider-star.png,64,32,True,fixed,,produced,f5d40d7efd022931298f7b856beae5539c77bca6e2145c18107d28c03532c88d,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/crest-shield,Source/Elements/Assets/UI/ornament/crest-shield.png,128,128,True,fixed,,produced,baf2b0a30171413639fe3602ed5c898aed32c7852c82d47c98ca9c0a092a1c4d,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/crest-pennant,Source/Elements/Assets/UI/ornament/crest-pennant.png,128,160,True,fixed,,produced,3eb76b0a11df10c3f5278f7fd676d7f79a95e2c205fe7a703347c383d89f7e31,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/hourglass,Source/Elements/Assets/UI/ornament/hourglass.png,64,64,True,fixed,,produced,c9680ec15838adca89033d36199adb513d738f84ad923ce73270efc5d27cdee1,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/day-dial/day,Source/Elements/Assets/UI/ornament/day-dial/day.png,64,64,True,fixed,,produced,113e4b8fe78a83d41e5b2fdbbae1fee8e3bf1746d2f714987c24da4c9964f80b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/day-dial/dusk,Source/Elements/Assets/UI/ornament/day-dial/dusk.png,64,64,True,fixed,,produced,a1c6cf5fbafb1dca6971b24e05537a3d0d89c195e240cabb4ab451781f71d265,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/ornament/day-dial/night,Source/Elements/Assets/UI/ornament/day-dial/night.png,64,64,True,fixed,,produced,21d36bf42756223b4a98c026a04dc7dd9750633860ef0778d770e84bd5822d02,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/menu/continue,Source/Elements/Assets/UI/icon/menu/continue.png,128,128,True,fixed,,produced,9f0b9e379582bb3a82e0c8d672bf5f7281913b88895515e9755c6e22e3993f2a,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/menu/new-game,Source/Elements/Assets/UI/icon/menu/new-game.png,128,128,True,fixed,,produced,76152bdc3c68d1432cee3081c374ec803bf19aee6d1c1ad01df09ca272a045a7,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/menu/load-game,Source/Elements/Assets/UI/icon/menu/load-game.png,128,128,True,fixed,,produced,9ff27e40f566678034d6edd9d776e30055410c674f3510e99089571c3e71fc65,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/menu/options,Source/Elements/Assets/UI/icon/menu/options.png,128,128,True,fixed,,produced,3dd3c0862316871187cf6d65326548bb194575f0d4c5f719bd5b354b2fb49b1e,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/menu/credits,Source/Elements/Assets/UI/icon/menu/credits.png,128,128,True,fixed,,produced,2527ba34b3f40b47e1867340deb46655b43bc08bc12ec9bb2aff01da126fce7e,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/menu/quit,Source/Elements/Assets/UI/icon/menu/quit.png,128,128,True,fixed,,produced,4ea5fb2bc940f23fe96d169b62e419c829b45e6b0df1d33c92756ec6bbec8a98,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-tab/general,Source/Elements/Assets/UI/icon/options-tab/general.png,128,128,True,fixed,,produced,fce91d46cc0f7862c032aba2f6c1a52131a7b06e283cd56578d1d0255cf071ad,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-tab/graphics,Source/Elements/Assets/UI/icon/options-tab/graphics.png,128,128,True,fixed,,produced,f7409e97b26e6b2bc790612bed3f611f9db115fd3bb94f2f4b4f62cc42813c18,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-tab/audio,Source/Elements/Assets/UI/icon/options-tab/audio.png,128,128,True,fixed,,produced,f729448fdde5f9af9b3064882439de350d603cd15403bad35ba08391dfef51dd,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-tab/game,Source/Elements/Assets/UI/icon/options-tab/game.png,128,128,True,fixed,,produced,c683520582c4a9192a80d7c915c52e5b563df459792a3e73716d916d72c83f98,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-tab/controls,Source/Elements/Assets/UI/icon/options-tab/controls.png,128,128,True,fixed,,produced,3b2a0427caac280e2ac541ec0aac7087e8742548c7c05c6c506ef1e58c11b997,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-tab/accessibility,Source/Elements/Assets/UI/icon/options-tab/accessibility.png,128,128,True,fixed,,produced,11eb2d2fbf53f354b2190a9df732ac01cf88a1641aa5ead31e7ef810883d1e51,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-section/language,Source/Elements/Assets/UI/icon/options-section/language.png,128,128,True,fixed,,produced,595ffa458ee49f99d9280853db8a689710d1ce5cda8d4baea38516b578857149,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-section/interface,Source/Elements/Assets/UI/icon/options-section/interface.png,128,128,True,fixed,,produced,853fe227a2f3a3c91bbc226d34522bda646dcf04d5f7e0d721e942bd5805fa8e,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-section/save,Source/Elements/Assets/UI/icon/options-section/save.png,128,128,True,fixed,,produced,fac504e6de815eb6ebc71a023d688146b268bbd0543c40caa33a5b7c62daca40,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-section/difficulty,Source/Elements/Assets/UI/icon/options-section/difficulty.png,128,128,True,fixed,,produced,7fc549c09b77837ba66b1811f791a27f5298d3057b0d4b0c683098f82615af79,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-section/network,Source/Elements/Assets/UI/icon/options-section/network.png,128,128,True,fixed,,produced,9689da3e826d553456ab229724b414a695ef92c37555c18ad989167cd533bdd5,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/options-section/privacy,Source/Elements/Assets/UI/icon/options-section/privacy.png,128,128,True,fixed,,produced,6e29e0ddaf07dcaa1de8846336d5be3e82e88ab59aa4d14e4f2fcdd76fbf018e,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/acrobatics,Source/Elements/Assets/UI/icon/skill/acrobatics.png,128,128,True,fixed,,produced,6594eec0717287a9c6deb5a0f876577f9d41553df8ebdb5be9240e998ace3d09,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/animal-handling,Source/Elements/Assets/UI/icon/skill/animal-handling.png,128,128,True,fixed,,produced,865aec5452888f11a6ce26e80e4e3b9792d0fa7ba97293f686a993002d6def8b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/arcana,Source/Elements/Assets/UI/icon/skill/arcana.png,128,128,True,fixed,,produced,51a3ba17780f7250610415460507ec9ae7535dd927d8a468fafe3c37154b02d9,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/athletics,Source/Elements/Assets/UI/icon/skill/athletics.png,128,128,True,fixed,,produced,59ef219393f84ff03683f6343c96a6f8c947e7e6d682fbad61cf5c2396aa7b40,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/deception,Source/Elements/Assets/UI/icon/skill/deception.png,128,128,True,fixed,,produced,35d60e23657e7f29188b19c68155b9efe4d1cc6f4036f17499fdb52e8c83048f,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/history,Source/Elements/Assets/UI/icon/skill/history.png,128,128,True,fixed,,produced,72de0ca85d7b0efca961a328b569422d9556512871a24cb17a27ac6d179c9d89,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/insight,Source/Elements/Assets/UI/icon/skill/insight.png,128,128,True,fixed,,produced,b5cbc9fa8937c25e0f9f9bd216ec29957bcea2ed8232e04cb40ecbd1f94a9465,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/intimidation,Source/Elements/Assets/UI/icon/skill/intimidation.png,128,128,True,fixed,,produced,ee3232a8ac6ec4c7e2af8c4aa06314b20481c75085fb18238deee9d3cf636643,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/investigation,Source/Elements/Assets/UI/icon/skill/investigation.png,128,128,True,fixed,,produced,d42a5d27dff88be47431f20b6fb959f86b91412932c170d243369c306a4b4ae7,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/medicine,Source/Elements/Assets/UI/icon/skill/medicine.png,128,128,True,fixed,,produced,01e46b8301a3505c63e594b40e92441150963dcc74f2192241b7337fdeb0c981,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/nature,Source/Elements/Assets/UI/icon/skill/nature.png,128,128,True,fixed,,produced,6276989f11b927511bc074226fb516b85ac459bc62313237a59099b7c6e3dad0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/perception,Source/Elements/Assets/UI/icon/skill/perception.png,128,128,True,fixed,,produced,2addc9459e5d1d07dc7938f51695b7a87c17675ae922b14f9c4bfd72ce054940,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/performance,Source/Elements/Assets/UI/icon/skill/performance.png,128,128,True,fixed,,produced,b18124466bc924c29a7a217a34a5a88c4f6b7cb2945e73abac3facbca492bde8,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/persuasion,Source/Elements/Assets/UI/icon/skill/persuasion.png,128,128,True,fixed,,produced,12ca31b23358e1e6d93de7dcc2b3d0c87f8179ea36da74c8d15e77d1fe53e0e0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/religion,Source/Elements/Assets/UI/icon/skill/religion.png,128,128,True,fixed,,produced,42aa32f2afa9caad7a322597dbd451ef9405eee58df287d8d52b25232774d16a,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/sleight-of-hand,Source/Elements/Assets/UI/icon/skill/sleight-of-hand.png,128,128,True,fixed,,produced,5cace4e42064d46b20331c4fd3371674996da18cd7680c671605d72674f19501,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/stealth,Source/Elements/Assets/UI/icon/skill/stealth.png,128,128,True,fixed,,produced,810f569cb4df767f83a93baee84d15406f578535c3458bb18130179e1a6b69b1,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/skill/survival,Source/Elements/Assets/UI/icon/skill/survival.png,128,128,True,fixed,,produced,c017840ff9f5d4aa38d35a59101a4ce713dd25647c70b15d44c04a9aaa180e24,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/ability/strength,Source/Elements/Assets/UI/icon/ability/strength.png,128,128,True,fixed,,produced,698854756cc61b614d74f19f134e8df2ca6541d3932a47495224e7ca6b001212,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/ability/dexterity,Source/Elements/Assets/UI/icon/ability/dexterity.png,128,128,True,fixed,,produced,5fabf95fd43dd9482f1724e4073d23ba47bf368f4ca82781b992657ee1ad979f,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/ability/constitution,Source/Elements/Assets/UI/icon/ability/constitution.png,128,128,True,fixed,,produced,2df3cbc380d2e08cd0480faebee46ae83a34938d0dc32b75ebf6d723ccb65105,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/ability/intelligence,Source/Elements/Assets/UI/icon/ability/intelligence.png,128,128,True,fixed,,produced,fbea344174eb339969c21b9f18c1fb6bcd918a97562a1cbfd0984c73e9c43414,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/ability/wisdom,Source/Elements/Assets/UI/icon/ability/wisdom.png,128,128,True,fixed,,produced,0036e486cc840f8625773475df10dee1416ca0736cb47b0fa1760b7650c93937,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/ability/charisma,Source/Elements/Assets/UI/icon/ability/charisma.png,128,128,True,fixed,,produced,a7cfc8fc370cea378e1c49c2b14e3cbb846dad8e8eb477b4139a10cdd64141d8,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/city,Source/Elements/Assets/UI/icon/poi/city.png,128,128,True,fixed,,produced,8801127c756a21cdfae19097f0252a0fb2f32da3c85613645a34975d60e78b02,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/fortress,Source/Elements/Assets/UI/icon/poi/fortress.png,128,128,True,fixed,,produced,3a1d4c51cc4aba8ba2a3ea135ed7df3d2ac1961ab75c567fcf9c9e5e9184ab6e,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/dungeon,Source/Elements/Assets/UI/icon/poi/dungeon.png,128,128,True,fixed,,produced,3a6c7d58d23dbe9a30cace9be1436da811e35a3a2d8685548d808c8474a5e4d0,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/camp,Source/Elements/Assets/UI/icon/poi/camp.png,128,128,True,fixed,,produced,93162488f75fd64c1a4003c9c71abe90dcf10abe7782d00e90c9d241c05e444b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/main-quest,Source/Elements/Assets/UI/icon/poi/main-quest.png,128,128,True,fixed,,produced,b1a968a655e49975c36e5036bcd040c78e5b169dddf9440377b66467378dcbc1,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/side-quest,Source/Elements/Assets/UI/icon/poi/side-quest.png,128,128,True,fixed,,produced,e5e444d38bc1adb6aff3a875eb16f3f91505d7161700abdf667fbae698817c85,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/point-of-interest,Source/Elements/Assets/UI/icon/poi/point-of-interest.png,128,128,True,fixed,,produced,bfccfb7ce728fb11b7082748137b43665e4acf99c87a1a244118dad621595994,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/poi/port,Source/Elements/Assets/UI/icon/poi/port.png,128,128,True,fixed,,produced,75b9e24107b9fe25bedb3484b22d11da70a52b8019f76dd21130e9aa47d3f538,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/nav/map,Source/Elements/Assets/UI/icon/nav/map.png,128,128,True,fixed,,produced,5542bdb80f23a87b7496c20e429a9b95d804c13033c8192ceaceefaf9421e664,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/nav/quests,Source/Elements/Assets/UI/icon/nav/quests.png,128,128,True,fixed,,produced,f24764838f62df45363c77742ddbb7edafd577a1f78280fc3b08e8a03218c8db,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/nav/inventory,Source/Elements/Assets/UI/icon/nav/inventory.png,128,128,True,fixed,,produced,42be0af51dcec589c3141f71376e9d39adc3995865ff59c53710fcb974c9c686,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/nav/company,Source/Elements/Assets/UI/icon/nav/company.png,128,128,True,fixed,,produced,0078965d2dae6d9058b4cc42122af724519f48992c3b5c7b850982aaac41ca03,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/nav/options,Source/Elements/Assets/UI/icon/nav/options.png,128,128,True,fixed,,produced,3c159dfc6a50be91931e1048a846f3c4e70971d785002e5f215626e94ffd5b0d,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/abjuration,Source/Elements/Assets/UI/icon/school/abjuration.png,128,128,True,fixed,,produced,7180463e5d7387b738078e875937ee10b901bdd5777c89e5ef052f0f6a3002aa,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/conjuration,Source/Elements/Assets/UI/icon/school/conjuration.png,128,128,True,fixed,,produced,57a9d5b288b8d004c904b9f7218b438af2b57e769992ab33d8825a126d71d082,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/divination,Source/Elements/Assets/UI/icon/school/divination.png,128,128,True,fixed,,produced,52ff0532bf34981daa28f1e3fd005f5ea4d62da96206fa7b8a4915bdb4c3f1a6,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/enchantment,Source/Elements/Assets/UI/icon/school/enchantment.png,128,128,True,fixed,,produced,65c2a33c57f2a2b10ea835774c1587c21e35228eaff6efba84cbb658e9c7c538,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/evocation,Source/Elements/Assets/UI/icon/school/evocation.png,128,128,True,fixed,,produced,04510c3b915ed950e0215e78af759b28e2ef6bdd621cbe83fdf061b5f1ee9e6f,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/illusion,Source/Elements/Assets/UI/icon/school/illusion.png,128,128,True,fixed,,produced,260b88e99db816d01c68f7447b6d5061e4b917d5ef798a0975a316044949a58b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/necromancy,Source/Elements/Assets/UI/icon/school/necromancy.png,128,128,True,fixed,,produced,1b03538f4be6f6b3e56fd7ee89fd85a30acb9b840e9394597239abe1d62a5c9f,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/transmutation,Source/Elements/Assets/UI/icon/school/transmutation.png,128,128,True,fixed,,produced,60c78a77c3addbfd1af01d41f364d7094adc03edb83a5fe3a66e91c383134c84,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/school/thaumaturgy,Source/Elements/Assets/UI/icon/school/thaumaturgy.png,128,128,True,fixed,,produced,e12d29a6824f6265c4685bc0a9e8545867e179c9a4335e93f207292e073c98ef,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
